"cuenta";"iniciodeuda";"iniciofechadeuda";"ultimafechadeuda";"idciclo"
5799;2022;"2022-12-01";"2023-02-01";93
5800;2015;"2015-12-10";"2023-02-01";93
5802;2022;"2022-10-01";"2023-02-01";93
5804;2023;"2023-01-02";"2023-02-01";93
5814;2022;"2022-09-01";"2023-02-01";93
5815;2022;"2022-10-01";"2023-02-01";93
5816;2023;"2023-02-01";"2023-02-01";93
5817;2023;"2023-02-01";"2023-02-01";93
5824;2022;"2022-07-01";"2023-02-01";93
5827;2022;"2022-02-01";"2023-02-01";93
5828;2023;"2023-01-02";"2023-02-01";93
5836;2021;"2021-02-01";"2023-02-01";93
5837;2022;"2022-12-01";"2023-02-01";93
5839;2022;"2022-10-01";"2023-02-01";93
5841;2022;"2022-08-01";"2023-02-01";93
5849;2023;"2023-02-01";"2023-02-01";93
5869;2022;"2022-09-01";"2023-02-01";93
5877;2021;"2021-03-01";"2023-02-01";93
5879;2020;"2020-11-05";"2023-02-01";93
5883;2022;"2022-11-02";"2023-02-01";93
5884;2022;"2022-04-01";"2023-02-01";93
5889;2022;"2022-11-02";"2023-02-01";93
5895;2022;"2022-09-01";"2023-02-01";93
5905;2023;"2023-02-01";"2023-02-01";93
5906;2003;"2003-09-01";"2023-02-01";93
5907;2022;"2022-06-01";"2023-02-01";93
5910;2023;"2023-01-02";"2023-02-01";93
5911;2022;"2022-11-02";"2023-02-01";93
5920;2022;"2022-02-01";"2023-02-01";93
5925;2023;"2023-02-01";"2023-02-01";93
5933;2022;"2022-01-03";"2023-02-01";93
5934;2023;"2023-02-01";"2023-02-01";93
5935;2023;"2023-02-01";"2023-02-01";93
5941;2010;"2010-10-08";"2023-02-01";93
5942;2022;"2022-06-01";"2023-02-01";93
5947;2022;"2022-02-01";"2023-02-01";93
5950;2019;"2019-03-06";"2023-02-01";93
5961;2020;"2020-02-03";"2023-02-01";93
5972;2022;"2022-10-01";"2023-02-01";93
5978;2022;"2022-09-01";"2023-02-01";93
5980;2023;"2023-01-02";"2023-02-01";93
5987;2022;"2022-09-01";"2023-02-01";93
5991;2023;"2023-02-01";"2023-02-01";93
5992;2023;"2023-01-02";"2023-02-01";93
5993;2023;"2023-02-01";"2023-02-01";93
5994;2022;"2022-01-03";"2023-02-01";93
5997;2023;"2023-02-01";"2023-02-01";93
5998;2023;"2023-02-01";"2023-02-01";93
5999;2023;"2023-02-01";"2023-02-01";93
6000;2023;"2023-02-01";"2023-02-01";93
6003;2023;"2023-02-01";"2023-02-01";93
6004;2021;"2021-12-01";"2023-02-01";93
6008;2022;"2022-11-02";"2023-02-01";93
6013;2022;"2022-02-01";"2023-02-01";93
6014;2022;"2022-12-01";"2023-02-01";93
6015;2023;"2023-02-01";"2023-02-01";93
6016;2023;"2023-02-01";"2023-02-01";93
6025;2023;"2023-02-01";"2023-02-01";93
6031;2023;"2023-02-01";"2023-02-01";93
6033;2019;"2019-10-31";"2023-02-01";93
6034;2023;"2023-02-01";"2023-02-01";93
6035;2023;"2023-02-01";"2023-02-01";93
6037;2023;"2023-01-02";"2023-02-01";93
6049;2023;"2023-02-01";"2023-02-01";93
6050;2023;"2023-02-01";"2023-02-01";93
6052;2017;"2017-01-04";"2023-02-01";93
6053;2021;"2021-11-04";"2023-02-01";93
6054;2022;"2022-01-03";"2023-02-01";93
6055;2022;"2022-06-01";"2023-02-01";93
6058;2022;"2022-10-01";"2023-02-01";93
6060;2022;"2022-03-02";"2023-02-01";93
6062;2023;"2023-02-01";"2023-02-01";93
6063;2023;"2023-02-01";"2023-02-01";93
6065;2022;"2022-03-02";"2023-02-01";93
6066;2021;"2021-09-01";"2023-02-01";93
6071;2023;"2023-01-02";"2023-02-01";93
6088;2023;"2023-02-01";"2023-02-01";93
6089;2002;"2002-01-01";"2023-02-01";93
6091;2023;"2023-02-01";"2023-02-01";93
6095;2022;"2022-11-02";"2023-02-01";93
6102;2017;"2017-06-02";"2023-02-01";93
6107;2023;"2023-02-01";"2023-02-01";93
6108;2022;"2022-11-02";"2023-02-01";93
6112;2023;"2023-02-01";"2023-02-01";93
6113;2023;"2023-02-01";"2023-02-01";93
6117;2023;"2023-02-01";"2023-02-01";93
6118;2023;"2023-01-02";"2023-02-01";93
6119;2021;"2021-06-01";"2023-02-01";93
6121;2023;"2023-02-01";"2023-02-01";93
6122;2020;"2020-03-03";"2023-02-01";93
6123;2023;"2023-02-01";"2023-02-01";93
6131;2023;"2023-01-02";"2023-02-01";93
6134;2021;"2021-12-01";"2023-02-01";93
6142;2023;"2023-02-01";"2023-02-01";93
6150;2023;"2023-02-01";"2023-02-01";93
6151;2023;"2023-01-02";"2023-02-01";93
6153;2023;"2023-02-01";"2023-02-01";93
6160;2019;"2019-10-31";"2023-02-01";93
6170;2022;"2022-09-01";"2023-02-01";93
6171;2022;"2022-09-01";"2023-02-01";93
6174;2022;"2022-04-01";"2023-02-01";93
6176;2023;"2023-01-02";"2023-02-01";93
6177;2022;"2022-10-01";"2023-02-01";93
6198;2022;"2022-01-03";"2023-02-01";93
6199;2021;"2021-07-01";"2023-02-01";93
6211;2023;"2023-01-02";"2023-02-01";93
6225;2019;"2019-02-08";"2023-02-01";93
6226;2022;"2022-06-01";"2023-02-01";93
6234;2023;"2023-02-01";"2023-02-01";93
6241;2023;"2023-02-01";"2023-02-01";93
6243;2023;"2023-02-01";"2023-02-01";93
6244;2022;"2022-07-01";"2023-02-01";93
6255;2021;"2021-12-01";"2023-02-01";93
6273;2022;"2022-06-01";"2023-02-01";93
6283;2023;"2023-02-01";"2023-02-01";93
6284;2022;"2022-11-02";"2023-02-01";93
6381;2023;"2023-02-01";"2023-02-01";93
6382;2023;"2023-02-01";"2023-02-01";93
6383;2023;"2023-02-01";"2023-02-01";93
6386;2023;"2023-02-01";"2023-02-01";93
6388;2022;"2022-08-01";"2023-02-01";93
6389;2022;"2022-12-01";"2023-02-01";93
6390;2022;"2022-08-01";"2023-02-01";93
6391;2023;"2023-02-01";"2023-02-01";93
6393;2023;"2023-02-01";"2023-02-01";93
6394;2022;"2022-03-02";"2023-02-01";93
6395;2023;"2023-02-01";"2023-02-01";93
6396;2022;"2022-11-02";"2023-02-01";93
6397;2023;"2023-02-01";"2023-02-01";93
6400;2023;"2023-02-01";"2023-02-01";93
6406;2022;"2022-12-01";"2023-02-01";93
6407;2023;"2023-02-01";"2023-02-01";93
6413;2022;"2022-09-01";"2023-02-01";93
6414;2022;"2022-09-01";"2023-02-01";93
6422;2020;"2020-11-05";"2023-02-01";93
6423;2022;"2022-11-02";"2023-02-01";93
6440;2022;"2022-08-01";"2023-02-01";93
6450;2023;"2023-01-02";"2023-02-01";93
6451;2022;"2022-09-01";"2023-02-01";93
6459;2023;"2023-02-01";"2023-02-01";93
6466;2023;"2023-01-02";"2023-02-01";93
6467;2023;"2023-01-02";"2023-02-01";93
6472;2022;"2022-05-03";"2023-02-01";93
6481;2022;"2022-04-01";"2023-02-01";93
6482;2022;"2022-09-01";"2023-02-01";93
6483;2022;"2022-04-01";"2023-02-01";93
6484;2022;"2022-08-01";"2023-02-01";93
6485;2022;"2022-10-01";"2023-02-01";93
6510;2022;"2022-02-01";"2023-02-01";93
6513;2010;"2010-10-12";"2023-02-01";93
6514;2021;"2021-05-04";"2023-02-01";93
6515;2023;"2023-02-01";"2023-02-01";93
6519;2022;"2022-09-01";"2023-02-01";93
6527;2023;"2023-01-02";"2023-02-01";93
6532;2023;"2023-02-01";"2023-02-01";93
6540;2023;"2023-02-01";"2023-02-01";93
6541;2022;"2022-07-01";"2023-02-01";93
6546;2021;"2021-04-06";"2023-02-01";93
6547;2005;"2005-05-01";"2023-02-01";93
6548;2022;"2022-09-01";"2023-02-01";93
6551;2022;"2022-12-01";"2023-02-01";93
6555;2022;"2022-11-02";"2023-02-01";93
6558;2022;"2022-09-01";"2023-02-01";93
6576;2022;"2022-08-01";"2023-02-01";93
6577;2022;"2022-11-02";"2023-02-01";93
6580;2003;"2003-01-08";"2023-02-01";93
6581;2021;"2021-07-01";"2023-02-01";93
6582;2022;"2022-03-02";"2023-02-01";93
6590;2022;"2022-10-01";"2023-02-01";93
6591;2022;"2022-10-01";"2023-02-01";93
6593;2021;"2021-08-02";"2023-02-01";93
6596;2022;"2022-12-01";"2023-02-01";93
6600;2022;"2022-02-01";"2023-02-01";93
6609;2023;"2023-02-01";"2023-02-01";93
6612;2023;"2023-02-01";"2023-02-01";93
6616;2022;"2022-12-01";"2023-02-01";93
6617;2022;"2022-09-01";"2023-02-01";93
6618;2023;"2023-02-01";"2023-02-01";93
6619;2021;"2021-11-04";"2023-02-01";93
6624;2023;"2023-02-01";"2023-02-01";93
6633;2023;"2023-01-02";"2023-02-01";93
6638;2023;"2023-01-02";"2023-02-01";93
6640;2022;"2022-08-01";"2023-02-01";93
6663;2023;"2023-01-02";"2023-02-01";93
6667;2022;"2022-06-01";"2023-02-01";93
6684;2023;"2023-02-01";"2023-02-01";93
6697;2023;"2023-01-02";"2023-02-01";93
6698;2023;"2023-02-01";"2023-02-01";93
6701;2022;"2022-09-01";"2023-02-01";93
6703;2022;"2022-09-01";"2023-02-01";93
6705;2021;"2021-11-04";"2023-02-01";93
6724;2023;"2023-02-01";"2023-02-01";93
6729;2023;"2023-02-01";"2023-02-01";93
6734;2023;"2023-02-01";"2023-02-01";93
6735;2021;"2021-02-01";"2023-02-01";93
6736;2023;"2023-02-01";"2023-02-01";93
6738;2022;"2022-10-01";"2023-02-01";93
6739;2022;"2022-10-01";"2023-02-01";93
6742;2022;"2022-12-01";"2023-02-01";93
6743;2022;"2022-10-01";"2023-02-01";93
6746;2022;"2022-03-02";"2023-02-01";93
6751;2002;"2002-01-01";"2023-02-01";93
6754;2002;"2002-02-01";"2023-02-01";93
6759;2021;"2021-04-06";"2023-02-01";93
6760;2002;"2002-01-01";"2023-02-01";93
6767;2022;"2022-08-01";"2023-02-01";93
6770;2023;"2023-02-01";"2023-02-01";93
6773;2023;"2023-01-02";"2023-02-01";93
6775;2017;"2017-11-06";"2023-02-01";93
6776;2018;"2018-04-02";"2023-02-01";93
6786;2020;"2020-03-03";"2023-02-01";93
6790;2022;"2022-12-01";"2023-02-01";93
6796;2023;"2023-02-01";"2023-02-01";93
6799;2022;"2022-08-01";"2023-02-01";93
6806;2022;"2022-06-01";"2023-02-01";93
6812;2023;"2023-02-01";"2023-02-01";93
6813;2023;"2023-01-02";"2023-02-01";93
6819;2023;"2023-02-01";"2023-02-01";93
6825;2023;"2023-02-01";"2023-02-01";93
6826;2023;"2023-02-01";"2023-02-01";93
6835;2023;"2023-02-01";"2023-02-01";93
6836;2021;"2021-07-01";"2023-02-01";93
6843;2010;"2010-10-08";"2023-02-01";93
6846;2022;"2022-12-01";"2023-02-01";93
6847;2022;"2022-12-01";"2023-02-01";93
6848;2022;"2022-09-01";"2023-02-01";93
6849;2022;"2022-02-01";"2023-02-01";93
6864;2022;"2022-04-01";"2023-02-01";93
6871;2023;"2023-02-01";"2023-02-01";93
6873;2022;"2022-10-01";"2023-02-01";93
6881;2023;"2023-01-02";"2023-02-01";93
6882;2023;"2023-02-01";"2023-02-01";93
6884;2023;"2023-02-01";"2023-02-01";93
6890;2023;"2023-02-01";"2023-02-01";93
6891;2023;"2023-02-01";"2023-02-01";93
6892;2022;"2022-09-01";"2023-02-01";93
6894;2023;"2023-01-02";"2023-02-01";93
6902;2022;"2022-04-01";"2023-02-01";93
6904;2023;"2023-01-02";"2023-02-01";93
6905;2023;"2023-01-02";"2023-02-01";93
6910;2022;"2022-12-01";"2023-02-01";93
6912;2022;"2022-04-01";"2023-02-01";93
6916;2022;"2022-08-01";"2023-02-01";93
6927;2023;"2023-02-01";"2023-02-01";93
6934;2022;"2022-10-01";"2023-02-01";93
6935;2022;"2022-11-02";"2023-02-01";93
6936;2023;"2023-01-02";"2023-02-01";93
6937;2023;"2023-01-02";"2023-02-01";93
6942;2023;"2023-01-02";"2023-02-01";93
6943;2022;"2022-11-02";"2023-02-01";93
6946;2022;"2022-08-01";"2023-02-01";93
6947;2022;"2022-10-01";"2023-02-01";93
6957;2018;"2018-09-03";"2023-02-01";93
6962;2023;"2023-02-01";"2023-02-01";93
6972;2022;"2022-09-01";"2023-02-01";93
6981;2023;"2023-02-01";"2023-02-01";93
6992;2023;"2023-02-01";"2023-02-01";93
6995;2023;"2023-02-01";"2023-02-01";93
6998;2022;"2022-07-01";"2023-02-01";93
7000;2022;"2022-10-01";"2023-02-01";93
7007;2022;"2022-10-01";"2023-02-01";93
7010;2021;"2021-06-01";"2023-02-01";93
7015;2023;"2023-02-01";"2023-02-01";93
7016;2023;"2023-02-01";"2023-02-01";93
7017;2023;"2023-01-02";"2023-02-01";93
7034;2023;"2023-02-01";"2023-02-01";93
7035;2016;"2016-10-03";"2023-02-01";93
7048;2023;"2023-01-02";"2023-02-01";93
7049;2022;"2022-10-01";"2023-02-01";93
7050;2023;"2023-02-01";"2023-02-01";93
7051;2022;"2022-10-01";"2023-02-01";93
7052;2002;"2002-11-01";"2023-02-01";93
7059;2022;"2022-10-01";"2023-02-01";93
7065;2023;"2023-02-01";"2023-02-01";93
7066;2021;"2021-10-01";"2023-02-01";93
7067;2023;"2023-02-01";"2023-02-01";93
7069;2010;"2010-10-08";"2023-02-01";93
7070;2022;"2022-12-01";"2023-02-01";93
7071;2022;"2022-09-01";"2023-02-01";93
7073;2022;"2022-09-01";"2023-02-01";93
7074;2020;"2020-08-03";"2023-02-01";93
7077;2022;"2022-10-01";"2023-02-01";93
7078;2022;"2022-12-01";"2023-02-01";93
7094;2023;"2023-02-01";"2023-02-01";93
7098;2022;"2022-10-01";"2023-02-01";93
7101;2022;"2022-10-01";"2023-02-01";93
7102;2019;"2019-05-06";"2023-02-01";93
7103;2023;"2023-02-01";"2023-02-01";93
7105;2021;"2021-04-06";"2023-02-01";93
7106;2023;"2023-02-01";"2023-02-01";93
7108;2023;"2023-02-01";"2023-02-01";93
7113;2021;"2021-12-01";"2023-02-01";93
7114;2021;"2021-12-01";"2023-02-01";93
7117;2023;"2023-02-01";"2023-02-01";93
7118;2023;"2023-02-01";"2023-02-01";93
7124;2010;"2010-10-08";"2023-02-01";93
7146;2022;"2022-04-01";"2023-02-01";93
7155;2023;"2023-02-01";"2023-02-01";93
7156;2023;"2023-02-01";"2023-02-01";93
7157;2023;"2023-02-01";"2023-02-01";93
7167;2023;"2023-02-01";"2023-02-01";93
7169;2023;"2023-02-01";"2023-02-01";93
7174;2022;"2022-10-01";"2023-02-01";93
7176;2022;"2022-01-03";"2023-02-01";93
7177;2022;"2022-11-02";"2023-02-01";93
7190;2023;"2023-01-02";"2023-02-01";93
7191;2023;"2023-01-02";"2023-02-01";93
7192;2022;"2022-09-01";"2023-02-01";93
7196;2022;"2022-06-01";"2023-02-01";93
7201;2023;"2023-02-01";"2023-02-01";93
7202;2019;"2019-02-08";"2023-02-01";93
7204;2023;"2023-02-01";"2023-02-01";93
7217;2023;"2023-02-01";"2023-02-01";93
7219;2022;"2022-01-03";"2023-02-01";93
7220;2022;"2022-10-01";"2023-02-01";93
7221;2023;"2023-01-02";"2023-02-01";93
7226;2023;"2023-01-02";"2023-02-01";93
7227;2023;"2023-01-02";"2023-02-01";93
7229;2023;"2023-01-02";"2023-02-01";93
7265;2014;"2014-10-31";"2023-02-01";93
7277;2022;"2022-05-03";"2023-02-01";93
7278;2023;"2023-02-01";"2023-02-01";93
7279;2023;"2023-01-02";"2023-02-01";93
7280;2014;"2014-05-30";"2023-02-01";93
7281;2022;"2022-12-01";"2023-02-01";93
7282;2023;"2023-02-01";"2023-02-01";93
7283;2022;"2022-03-02";"2023-02-01";93
7285;2023;"2023-02-01";"2023-02-01";93
7286;2023;"2023-02-01";"2023-02-01";93
7288;2023;"2023-02-01";"2023-02-01";93
7289;2023;"2023-02-01";"2023-02-01";93
7290;2022;"2022-06-01";"2023-02-01";93
7292;2022;"2022-02-01";"2023-02-01";93
7299;2022;"2022-02-01";"2023-02-01";93
7302;2022;"2022-10-01";"2023-02-01";93
7306;2023;"2023-01-02";"2023-02-01";93
7307;2023;"2023-02-01";"2023-02-01";93
7309;2023;"2023-02-01";"2023-02-01";93
7317;2023;"2023-02-01";"2023-02-01";93
7319;2023;"2023-01-02";"2023-02-01";93
7320;2011;"2011-11-22";"2023-02-01";93
7321;2023;"2023-02-01";"2023-02-01";93
7322;2022;"2022-06-01";"2023-02-01";93
7330;2023;"2023-02-01";"2023-02-01";93
7339;2022;"2022-11-02";"2023-02-01";93
7340;2022;"2022-11-02";"2023-02-01";93
7341;2023;"2023-02-01";"2023-02-01";93
7342;2022;"2022-10-01";"2023-02-01";93
7343;2022;"2022-10-01";"2023-02-01";93
7347;2022;"2022-09-01";"2023-02-01";93
7353;2021;"2021-08-02";"2023-02-01";93
7355;2023;"2023-01-02";"2023-02-01";93
7361;2022;"2022-10-01";"2023-02-01";93
7375;2023;"2023-02-01";"2023-02-01";93
7376;2023;"2023-01-02";"2023-02-01";93
7377;2023;"2023-01-02";"2023-02-01";93
7378;2022;"2022-07-01";"2023-02-01";93
7389;2023;"2023-02-01";"2023-02-01";93
7406;2022;"2022-04-01";"2023-02-01";93
7409;2023;"2023-02-01";"2023-02-01";93
7410;2023;"2023-02-01";"2023-02-01";93
7421;2023;"2023-02-01";"2023-02-01";93
7428;2023;"2023-02-01";"2023-02-01";93
7433;2022;"2022-09-01";"2023-02-01";93
7436;2022;"2022-08-01";"2023-02-01";93
7442;2022;"2022-07-01";"2023-02-01";93
7443;2022;"2022-10-01";"2023-02-01";93
7449;2022;"2022-12-01";"2023-02-01";93
7457;2023;"2023-02-01";"2023-02-01";93
7458;2022;"2022-11-02";"2023-02-01";93
7459;2020;"2020-03-03";"2023-02-01";93
7460;2022;"2022-09-01";"2023-02-01";93
7463;2023;"2023-02-01";"2023-02-01";93
7467;2018;"2018-08-06";"2023-02-01";93
7468;2020;"2020-12-01";"2023-02-01";93
7469;2020;"2020-12-01";"2023-02-01";93
7474;2023;"2023-02-01";"2023-02-01";93
7475;2023;"2023-02-01";"2023-02-01";93
7477;2023;"2023-01-02";"2023-02-01";93
7486;2017;"2017-02-01";"2023-02-01";93
7487;2023;"2023-01-02";"2023-02-01";93
7495;2023;"2023-01-02";"2023-02-01";93
7502;2023;"2023-02-01";"2023-02-01";93
7504;2023;"2023-01-02";"2023-02-01";93
7506;2022;"2022-12-01";"2023-02-01";93
7510;2022;"2022-07-01";"2023-02-01";93
7513;2021;"2021-09-01";"2023-02-01";93
7518;2023;"2023-02-01";"2023-02-01";93
7519;2019;"2019-04-04";"2023-02-01";93
7521;2022;"2022-10-01";"2023-02-01";93
7522;2022;"2022-07-01";"2023-02-01";93
7528;2023;"2023-02-01";"2023-02-01";93
7529;2022;"2022-07-01";"2023-02-01";93
7530;2023;"2023-02-01";"2023-02-01";93
7532;2022;"2022-03-02";"2023-02-01";93
7533;2023;"2023-02-01";"2023-02-01";93
7534;2022;"2022-12-01";"2023-02-01";93
7535;2023;"2023-02-01";"2023-02-01";93
7536;2023;"2023-02-01";"2023-02-01";93
7537;2022;"2022-12-01";"2023-02-01";93
7542;2023;"2023-02-01";"2023-02-01";93
7546;2022;"2022-04-01";"2023-02-01";93
7549;2023;"2023-02-01";"2023-02-01";93
7550;2021;"2021-02-01";"2023-02-01";93
7552;2023;"2023-01-02";"2023-02-01";93
7554;2023;"2023-02-01";"2023-02-01";93
7555;2023;"2023-02-01";"2023-02-01";93
7557;2023;"2023-02-01";"2023-02-01";93
7558;2019;"2019-09-02";"2023-02-01";93
7559;2023;"2023-02-01";"2023-02-01";93
7575;2021;"2021-11-04";"2023-02-01";93
7612;2020;"2020-03-03";"2023-02-01";93
7623;2018;"2018-02-05";"2023-02-01";93
7624;2023;"2023-02-01";"2023-02-01";93
7630;2022;"2022-08-01";"2023-02-01";93
7635;2021;"2021-04-06";"2023-02-01";93
7643;2023;"2023-02-01";"2023-02-01";93
7652;2023;"2023-02-01";"2023-02-01";93
7653;2022;"2022-08-01";"2023-02-01";93
7657;2023;"2023-01-02";"2023-02-01";93
7663;2023;"2023-02-01";"2023-02-01";93
7670;2023;"2023-02-01";"2023-02-01";93
7671;2023;"2023-02-01";"2023-02-01";93
7679;2023;"2023-02-01";"2023-02-01";93
7696;2022;"2022-12-01";"2023-02-01";93
7697;2022;"2022-09-01";"2023-02-01";93
7698;2023;"2023-02-01";"2023-02-01";93
7706;2022;"2022-11-02";"2023-02-01";93
7716;2002;"2002-07-01";"2023-02-01";93
7719;2021;"2021-07-01";"2023-02-01";93
7720;2008;"2008-03-01";"2023-02-01";93
7721;2018;"2018-07-09";"2023-02-01";93
7722;2018;"2018-07-09";"2023-02-01";93
7723;2018;"2018-07-09";"2023-02-01";93
7733;2022;"2022-11-02";"2023-02-01";93
7736;2022;"2022-11-02";"2023-02-01";93
7737;2019;"2019-12-02";"2023-02-01";93
7739;2014;"2014-03-31";"2023-02-01";93
7762;2023;"2023-02-01";"2023-02-01";93
7769;2023;"2023-02-01";"2023-02-01";93
7773;2023;"2023-02-01";"2023-02-01";93
7780;2022;"2022-03-02";"2023-02-01";93
7794;2023;"2023-02-01";"2023-02-01";93
7795;2023;"2023-02-01";"2023-02-01";93
7805;2002;"2002-01-01";"2023-02-01";93
7809;2023;"2023-01-02";"2023-02-01";93
7811;2022;"2022-08-01";"2023-02-01";93
7812;2023;"2023-02-01";"2023-02-01";93
7814;2023;"2023-02-01";"2023-02-01";93
7816;2023;"2023-02-01";"2023-02-01";93
7841;2023;"2023-02-01";"2023-02-01";93
7842;2023;"2023-02-01";"2023-02-01";93
7844;2021;"2021-01-02";"2023-02-01";93
7845;2022;"2022-06-01";"2023-02-01";93
7846;2022;"2022-06-01";"2023-02-01";93
7851;2023;"2023-02-01";"2023-02-01";93
7856;2022;"2022-04-01";"2023-02-01";93
7862;2023;"2023-02-01";"2023-02-01";93
7866;2022;"2022-03-02";"2023-02-01";93
7867;2023;"2023-01-02";"2023-02-01";93
7868;2023;"2023-01-02";"2023-02-01";93
7870;2023;"2023-01-02";"2023-02-01";93
7871;2023;"2023-01-02";"2023-02-01";93
7872;2023;"2023-01-02";"2023-02-01";93
7874;2022;"2022-12-01";"2023-02-01";93
7875;2023;"2023-01-02";"2023-02-01";93
7887;2022;"2022-10-01";"2023-02-01";93
7891;2023;"2023-02-01";"2023-02-01";93
7896;2022;"2022-10-01";"2023-02-01";93
7897;2022;"2022-11-02";"2023-02-01";93
7898;2023;"2023-01-02";"2023-02-01";93
7899;2023;"2023-02-01";"2023-02-01";93
7909;2023;"2023-02-01";"2023-02-01";93
7912;2023;"2023-02-01";"2023-02-01";93
7914;2022;"2022-09-01";"2023-02-01";93
7916;2012;"2012-09-18";"2023-02-01";93
7917;2009;"2009-08-01";"2023-02-01";93
7920;2023;"2023-02-01";"2023-02-01";93
7934;2023;"2023-01-02";"2023-02-01";93
7937;2022;"2022-01-03";"2023-02-01";93
7941;2023;"2023-02-01";"2023-02-01";93
7942;2023;"2023-01-02";"2023-02-01";93
7947;2003;"2003-09-13";"2023-02-01";93
7950;2023;"2023-01-02";"2023-02-01";93
7955;2021;"2021-09-01";"2023-02-01";93
7960;2023;"2023-01-02";"2023-02-01";93
7961;2023;"2023-01-02";"2023-02-01";93
7962;2023;"2023-01-02";"2023-02-01";93
7963;2021;"2021-11-04";"2023-02-01";93
7964;2023;"2023-01-02";"2023-02-01";93
7965;2023;"2023-02-01";"2023-02-01";93
7972;2022;"2022-05-03";"2023-02-01";93
7991;2023;"2023-02-01";"2023-02-01";93
7992;2023;"2023-02-01";"2023-02-01";93
8003;2017;"2017-12-04";"2023-02-01";93
8008;2022;"2022-12-01";"2023-02-01";93
8015;2023;"2023-02-01";"2023-02-01";93
8020;2008;"2008-08-01";"2023-02-01";93
8021;2008;"2008-02-01";"2023-02-01";93
8022;2023;"2023-02-01";"2023-02-01";93
8027;2023;"2023-02-01";"2023-02-01";93
8028;2022;"2022-10-01";"2023-02-01";93
8040;2023;"2023-01-02";"2023-02-01";93
8043;2023;"2023-01-02";"2023-02-01";93
8044;2023;"2023-02-01";"2023-02-01";93
8046;2021;"2021-03-01";"2023-02-01";93
8047;2022;"2022-10-01";"2023-02-01";93
8048;2023;"2023-02-01";"2023-02-01";93
8054;2014;"2014-07-31";"2023-02-01";93
8064;2022;"2022-08-01";"2023-02-01";93
8065;2019;"2019-04-04";"2023-02-01";93
8067;2023;"2023-02-01";"2023-02-01";93
8082;2022;"2022-04-01";"2023-02-01";93
8083;2022;"2022-06-01";"2023-02-01";93
8102;2022;"2022-11-02";"2023-02-01";93
8104;2022;"2022-06-01";"2023-02-01";93
8106;2020;"2020-05-01";"2023-02-01";93
8119;2021;"2021-11-04";"2023-02-01";93
8130;2023;"2023-01-02";"2023-02-01";93
8143;2023;"2023-02-01";"2023-02-01";93
8144;2023;"2023-02-01";"2023-02-01";93
8163;2023;"2023-02-01";"2023-02-01";93
8168;2023;"2023-02-01";"2023-02-01";93
8171;2023;"2023-02-01";"2023-02-01";93
8172;2022;"2022-12-01";"2023-02-01";93
8174;2023;"2023-02-01";"2023-02-01";93
8175;2023;"2023-02-01";"2023-02-01";93
8177;2022;"2022-08-01";"2023-02-01";93
8179;2022;"2022-10-01";"2023-02-01";93
8185;2023;"2023-02-01";"2023-02-01";93
8198;2020;"2020-12-01";"2023-02-01";93
8199;2015;"2015-02-20";"2023-02-01";93
8217;2022;"2022-04-01";"2023-02-01";93
8218;2022;"2022-04-01";"2023-02-01";93
8221;2023;"2023-02-01";"2023-02-01";93
8226;2022;"2022-10-01";"2023-02-01";93
8230;2023;"2023-02-01";"2023-02-01";93
8232;2023;"2023-02-01";"2023-02-01";93
8233;2023;"2023-02-01";"2023-02-01";93
8235;2023;"2023-02-01";"2023-02-01";93
8236;2022;"2022-08-01";"2023-02-01";93
8237;2018;"2018-10-04";"2023-02-01";93
8245;2023;"2023-02-01";"2023-02-01";93
8246;2023;"2023-02-01";"2023-02-01";93
8252;2023;"2023-02-01";"2023-02-01";93
8253;2023;"2023-02-01";"2023-02-01";93
8254;2023;"2023-02-01";"2023-02-01";93
8261;2011;"2011-11-22";"2023-02-01";93
8266;2022;"2022-12-01";"2023-02-01";93
8275;2023;"2023-02-01";"2023-02-01";93
8282;2022;"2022-04-01";"2023-02-01";93
8290;2021;"2021-06-01";"2023-02-01";93
8291;2023;"2023-02-01";"2023-02-01";93
8292;2023;"2023-02-01";"2023-02-01";93
8293;2023;"2023-02-01";"2023-02-01";93
8324;2023;"2023-01-02";"2023-02-01";93
8396;2022;"2022-01-03";"2023-02-01";93
8495;2023;"2023-02-01";"2023-02-01";93
8499;2022;"2022-02-01";"2023-02-01";93
8502;2023;"2023-02-01";"2023-02-01";93
8507;2022;"2022-05-03";"2023-02-01";93
8509;2023;"2023-02-01";"2023-02-01";93
8512;2020;"2020-06-01";"2023-02-01";93
8516;2020;"2020-03-03";"2023-02-01";93
8519;2021;"2021-12-01";"2023-02-01";93
8520;2023;"2023-02-01";"2023-02-01";93
8522;2023;"2023-02-01";"2023-02-01";93
8523;2022;"2022-09-01";"2023-02-01";93
8526;2018;"2018-03-02";"2023-02-01";93
8537;2022;"2022-09-01";"2023-02-01";93
8538;2018;"2018-05-04";"2023-02-01";93
8543;2023;"2023-02-01";"2023-02-01";93
8544;2023;"2023-02-01";"2023-02-01";93
8545;2023;"2023-01-02";"2023-02-01";93
8548;2023;"2023-01-02";"2023-02-01";93
8549;2023;"2023-01-02";"2023-02-01";93
8550;2022;"2022-12-01";"2023-02-01";93
8557;2019;"2019-07-02";"2023-02-01";93
8558;2023;"2023-02-01";"2023-02-01";93
8559;2011;"2011-11-22";"2023-02-01";93
8562;2022;"2022-04-01";"2023-02-01";93
