"cuenta";"iniciodeuda";"iniciofechadeuda";"ultimafechadeuda";"idciclo"
2109;2021;"2021-12-01";"2023-02-01";93
2110;2022;"2022-09-01";"2023-02-01";93
2112;2022;"2022-04-01";"2023-02-01";93
2124;2022;"2022-05-03";"2023-02-01";93
2125;2023;"2023-02-01";"2023-02-01";93
2126;2022;"2022-09-01";"2023-02-01";93
2127;2023;"2023-02-01";"2023-02-01";93
2128;2023;"2023-01-02";"2023-02-01";93
2129;2023;"2023-02-01";"2023-02-01";93
2130;2023;"2023-02-01";"2023-02-01";93
2131;2023;"2023-02-01";"2023-02-01";93
2144;2023;"2023-02-01";"2023-02-01";93
2150;2023;"2023-01-02";"2023-02-01";93
2155;2023;"2023-02-01";"2023-02-01";93
2161;2022;"2022-08-01";"2023-02-01";93
2162;2022;"2022-11-02";"2023-02-01";93
2164;2023;"2023-02-01";"2023-02-01";93
2165;2023;"2023-02-01";"2023-02-01";93
2170;2022;"2022-06-01";"2023-02-01";93
2173;2010;"2010-10-12";"2023-02-01";93
2174;2021;"2021-09-01";"2023-02-01";93
2175;2023;"2023-02-01";"2023-02-01";93
2179;2023;"2023-02-01";"2023-02-01";93
2180;2023;"2023-02-01";"2023-02-01";93
2181;2023;"2023-02-01";"2023-02-01";93
2196;2023;"2023-02-01";"2023-02-01";93
2197;2023;"2023-01-02";"2023-02-01";93
2198;2023;"2023-02-01";"2023-02-01";93
2199;2023;"2023-02-01";"2023-02-01";93
2200;2022;"2022-06-01";"2023-02-01";93
2201;2022;"2022-07-01";"2023-02-01";93
2202;2023;"2023-02-01";"2023-02-01";93
2204;2022;"2022-10-01";"2023-02-01";93
2210;2021;"2021-12-01";"2023-02-01";93
2212;2022;"2022-09-01";"2023-02-01";93
2213;2023;"2023-01-02";"2023-02-01";93
2215;2023;"2023-02-01";"2023-02-01";93
2217;2022;"2022-12-01";"2023-02-01";93
2224;2020;"2020-08-03";"2023-02-01";93
2231;2023;"2023-02-01";"2023-02-01";93
2232;2021;"2021-01-02";"2023-02-01";93
2233;2023;"2023-02-01";"2023-02-01";93
2237;2023;"2023-02-01";"2023-02-01";93
2238;2023;"2023-02-01";"2023-02-01";93
2239;2023;"2023-02-01";"2023-02-01";93
2240;2023;"2023-02-01";"2023-02-01";93
2242;2022;"2022-11-02";"2023-02-01";93
2256;2022;"2022-11-02";"2023-02-01";93
2257;2023;"2023-01-02";"2023-02-01";93
2278;2002;"2002-01-01";"2023-02-01";93
2282;2022;"2022-09-01";"2023-02-01";93
2289;2023;"2023-01-02";"2023-02-01";93
2290;2023;"2023-02-01";"2023-02-01";93
2291;2023;"2023-02-01";"2023-02-01";93
2295;2023;"2023-01-02";"2023-02-01";93
2301;2023;"2023-02-01";"2023-02-01";93
2308;2023;"2023-02-01";"2023-02-01";93
2309;2010;"2010-10-08";"2023-02-01";93
2310;2022;"2022-10-01";"2023-02-01";93
2311;2021;"2021-01-02";"2023-02-01";93
2315;2022;"2022-06-01";"2023-02-01";93
2316;2022;"2022-06-01";"2023-02-01";93
2320;2021;"2021-03-01";"2023-02-01";93
2321;2022;"2022-11-02";"2023-02-01";93
2324;2023;"2023-02-01";"2023-02-01";93
2331;2023;"2023-02-01";"2023-02-01";93
2333;2022;"2022-09-01";"2023-02-01";93
2334;2022;"2022-06-01";"2023-02-01";93
2336;2023;"2023-01-02";"2023-02-01";93
2346;2019;"2019-10-31";"2023-02-01";93
2350;2021;"2021-01-02";"2023-02-01";93
2358;2023;"2023-02-01";"2023-02-01";93
2359;2023;"2023-02-01";"2023-02-01";93
2360;2023;"2023-02-01";"2023-02-01";93
2361;2022;"2022-06-01";"2023-02-01";93
2364;2023;"2023-02-01";"2023-02-01";93
2370;2022;"2022-10-01";"2023-02-01";93
2372;2022;"2022-11-02";"2023-02-01";93
2383;2021;"2021-11-04";"2023-02-01";93
2388;2023;"2023-02-01";"2023-02-01";93
2395;2023;"2023-01-02";"2023-02-01";93
2396;2006;"2006-01-01";"2023-02-01";93
2397;2023;"2023-02-01";"2023-02-01";93
2400;2023;"2023-02-01";"2023-02-01";93
2404;2023;"2023-01-02";"2023-02-01";93
2410;2023;"2023-02-01";"2023-02-01";93
2414;2023;"2023-02-01";"2023-02-01";93
2417;2021;"2021-12-01";"2023-02-01";93
2419;2022;"2022-11-02";"2023-02-01";93
2420;2022;"2022-12-01";"2023-02-01";93
2422;2022;"2022-11-02";"2023-02-01";93
2435;2022;"2022-11-02";"2023-02-01";93
2437;2022;"2022-12-01";"2023-02-01";93
2438;2022;"2022-11-02";"2023-02-01";93
2442;2023;"2023-01-02";"2023-02-01";93
2446;2022;"2022-12-01";"2023-02-01";93
2447;2023;"2023-02-01";"2023-02-01";93
2454;2016;"2016-04-01";"2023-02-01";93
2457;2023;"2023-02-01";"2023-02-01";93
2476;2023;"2023-02-01";"2023-02-01";93
2478;2023;"2023-02-01";"2023-02-01";93
2485;2023;"2023-02-01";"2023-02-01";93
2486;2022;"2022-12-01";"2023-02-01";93
2490;2022;"2022-11-02";"2023-02-01";93
2492;2023;"2023-02-01";"2023-02-01";93
2504;2022;"2022-08-01";"2023-02-01";93
2533;2023;"2023-02-01";"2023-02-01";93
2534;2023;"2023-02-01";"2023-02-01";93
2563;2023;"2023-02-01";"2023-02-01";93
2565;2023;"2023-02-01";"2023-02-01";93
2566;2023;"2023-01-02";"2023-02-01";93
2568;2022;"2022-11-02";"2023-02-01";93
2569;2022;"2022-11-02";"2023-02-01";93
2570;2022;"2022-11-02";"2023-02-01";93
2572;2022;"2022-02-01";"2023-02-01";93
2576;2023;"2023-02-01";"2023-02-01";93
2577;2022;"2022-11-02";"2023-02-01";93
2578;2023;"2023-02-01";"2023-02-01";93
2588;2023;"2023-02-01";"2023-02-01";93
2589;2023;"2023-02-01";"2023-02-01";93
2612;2023;"2023-02-01";"2023-02-01";93
2613;2022;"2022-06-01";"2023-02-01";93
2621;2019;"2019-10-01";"2023-02-01";93
2630;2022;"2022-12-01";"2023-02-01";93
2631;2022;"2022-02-01";"2023-02-01";93
2636;2023;"2023-02-01";"2023-02-01";93
2637;2023;"2023-02-01";"2023-02-01";93
2638;2022;"2022-06-01";"2023-02-01";93
2639;2023;"2023-02-01";"2023-02-01";93
2643;2023;"2023-02-01";"2023-02-01";93
2645;2023;"2023-02-01";"2023-02-01";93
2646;2023;"2023-02-01";"2023-02-01";93
2650;2022;"2022-09-01";"2023-02-01";93
2651;2023;"2023-02-01";"2023-02-01";93
2652;2023;"2023-02-01";"2023-02-01";93
2653;2023;"2023-02-01";"2023-02-01";93
2658;2022;"2022-10-01";"2023-02-01";93
2665;2022;"2022-10-01";"2023-02-01";93
2667;2022;"2022-07-01";"2023-02-01";93
2680;2023;"2023-02-01";"2023-02-01";93
2681;2023;"2023-02-01";"2023-02-01";93
2685;2023;"2023-01-02";"2023-02-01";93
2694;2022;"2022-05-03";"2023-02-01";93
2699;2022;"2022-12-01";"2023-02-01";93
2712;2023;"2023-02-01";"2023-02-01";93
2720;2023;"2023-02-01";"2023-02-01";93
2724;2021;"2021-10-01";"2023-02-01";93
2744;2023;"2023-02-01";"2023-02-01";93
2748;2023;"2023-02-01";"2023-02-01";93
2749;2022;"2022-10-01";"2023-02-01";93
2770;2023;"2023-02-01";"2023-02-01";93
2773;2022;"2022-12-01";"2023-02-01";93
2776;2022;"2022-08-01";"2023-02-01";93
2777;2022;"2022-08-01";"2023-02-01";93
2778;2018;"2018-04-02";"2023-02-01";93
2780;2023;"2023-02-01";"2023-02-01";93
2782;2019;"2019-06-03";"2023-02-01";93
2783;2023;"2023-02-01";"2023-02-01";93
2784;2023;"2023-02-01";"2023-02-01";93
2796;2022;"2022-09-01";"2023-02-01";93
2798;2022;"2022-12-01";"2023-02-01";93
2799;2023;"2023-02-01";"2023-02-01";93
2807;2023;"2023-02-01";"2023-02-01";93
2811;2011;"2011-11-24";"2023-02-01";93
2829;2023;"2023-02-01";"2023-02-01";93
2834;2023;"2023-02-01";"2023-02-01";93
2838;2023;"2023-02-01";"2023-02-01";93
2840;2023;"2023-02-01";"2023-02-01";93
2841;2023;"2023-02-01";"2023-02-01";93
2843;2023;"2023-02-01";"2023-02-01";93
2850;2023;"2023-02-01";"2023-02-01";93
2851;2023;"2023-02-01";"2023-02-01";93
2853;2022;"2022-11-02";"2023-02-01";93
2854;2019;"2019-12-02";"2023-02-01";93
2855;2022;"2022-03-02";"2023-02-01";93
2858;2023;"2023-02-01";"2023-02-01";93
2863;2021;"2021-08-02";"2023-02-01";93
2866;2023;"2023-02-01";"2023-02-01";93
2867;2023;"2023-02-01";"2023-02-01";93
2868;2023;"2023-02-01";"2023-02-01";93
2877;2023;"2023-02-01";"2023-02-01";93
2881;2023;"2023-02-01";"2023-02-01";93
2884;2023;"2023-02-01";"2023-02-01";93
2885;2023;"2023-02-01";"2023-02-01";93
2886;2023;"2023-01-02";"2023-02-01";93
2889;2021;"2021-12-01";"2023-02-01";93
2890;2021;"2021-08-02";"2023-02-01";93
2891;2022;"2022-07-01";"2023-02-01";93
2895;2022;"2022-04-01";"2023-02-01";93
2896;2023;"2023-02-01";"2023-02-01";93
2905;2023;"2023-02-01";"2023-02-01";93
2909;2018;"2018-10-04";"2023-02-01";93
2911;2023;"2023-02-01";"2023-02-01";93
2919;2022;"2022-09-01";"2023-02-01";93
2922;2003;"2003-01-01";"2023-02-01";93
2923;2022;"2022-09-01";"2023-02-01";93
2926;2023;"2023-01-02";"2023-02-01";93
2927;2022;"2022-12-01";"2023-02-01";93
2929;2022;"2022-02-01";"2023-02-01";93
2930;2021;"2021-12-01";"2023-02-01";93
2931;2021;"2021-08-02";"2023-02-01";93
2932;2021;"2021-02-01";"2023-02-01";93
2933;2022;"2022-07-01";"2023-02-01";93
2936;2023;"2023-01-02";"2023-02-01";93
2937;2022;"2022-10-01";"2023-02-01";93
2939;2022;"2022-10-01";"2023-02-01";93
2940;2022;"2022-11-02";"2023-02-01";93
2946;2023;"2023-01-02";"2023-02-01";93
2950;2022;"2022-07-01";"2023-02-01";93
2956;2023;"2023-02-01";"2023-02-01";93
2965;2022;"2022-09-01";"2023-02-01";93
2967;2023;"2023-01-02";"2023-02-01";93
2968;2022;"2022-11-02";"2023-02-01";93
2969;2023;"2023-01-02";"2023-02-01";93
2970;2023;"2023-02-01";"2023-02-01";93
2977;2023;"2023-01-02";"2023-02-01";93
2980;2022;"2022-04-01";"2023-02-01";93
2981;2015;"2015-06-09";"2023-02-01";93
3000;2022;"2022-09-01";"2023-02-01";93
3001;2022;"2022-09-01";"2023-02-01";93
3019;2023;"2023-01-02";"2023-02-01";93
3023;2002;"2002-08-01";"2023-02-01";93
3024;2023;"2023-01-02";"2023-02-01";93
3031;2022;"2022-11-02";"2023-02-01";93
3032;2022;"2022-02-01";"2023-02-01";93
3042;2022;"2022-12-01";"2023-02-01";93
3046;2019;"2019-05-06";"2023-02-01";93
3054;2002;"2002-11-07";"2023-02-01";93
3055;2023;"2023-01-02";"2023-02-01";93
3062;2022;"2022-08-01";"2023-02-01";93
3063;2023;"2023-02-01";"2023-02-01";93
3064;2023;"2023-02-01";"2023-02-01";93
3068;2023;"2023-02-01";"2023-02-01";93
3069;2023;"2023-01-02";"2023-02-01";93
3072;2023;"2023-02-01";"2023-02-01";93
3076;2022;"2022-11-02";"2023-02-01";93
3079;2023;"2023-02-01";"2023-02-01";93
3080;2020;"2020-08-03";"2023-02-01";93
3081;2023;"2023-02-01";"2023-02-01";93
3082;2023;"2023-02-01";"2023-02-01";93
3083;2023;"2023-02-01";"2023-02-01";93
3092;2023;"2023-02-01";"2023-02-01";93
3103;2023;"2023-02-01";"2023-02-01";93
3152;2022;"2022-11-02";"2023-02-01";93
3153;2018;"2018-10-04";"2023-02-01";93
3154;2023;"2023-01-02";"2023-02-01";93
3155;2022;"2022-12-01";"2023-02-01";93
3156;2022;"2022-07-01";"2023-02-01";93
3157;2023;"2023-02-01";"2023-02-01";93
3158;2017;"2017-08-01";"2023-02-01";93
3168;2023;"2023-02-01";"2023-02-01";93
3169;2023;"2023-01-02";"2023-02-01";93
3170;2022;"2022-10-01";"2023-02-01";93
3171;2022;"2022-09-01";"2023-02-01";93
3180;2023;"2023-02-01";"2023-02-01";93
3185;2021;"2021-03-01";"2023-02-01";93
3203;2023;"2023-02-01";"2023-02-01";93
3213;2023;"2023-02-01";"2023-02-01";93
3216;2023;"2023-02-01";"2023-02-01";93
3217;2023;"2023-02-01";"2023-02-01";93
3218;2023;"2023-02-01";"2023-02-01";93
3221;2023;"2023-02-01";"2023-02-01";93
3222;2022;"2022-07-01";"2023-02-01";93
3226;2023;"2023-02-01";"2023-02-01";93
3235;2023;"2023-01-02";"2023-02-01";93
3239;2001;"2001-12-01";"2023-02-01";93
3243;2022;"2022-11-02";"2023-02-01";93
3244;2023;"2023-02-01";"2023-02-01";93
3245;2022;"2022-03-02";"2023-02-01";93
3246;2023;"2023-02-01";"2023-02-01";93
3248;2022;"2022-08-01";"2023-02-01";93
3256;2022;"2022-02-01";"2023-02-01";93
3257;2022;"2022-02-01";"2023-02-01";93
3258;2022;"2022-07-01";"2023-02-01";93
3260;2022;"2022-09-01";"2023-02-01";93
3271;2004;"2004-09-01";"2023-02-01";93
3291;2022;"2022-10-01";"2023-02-01";93
3298;2022;"2022-04-01";"2023-02-01";93
3315;2022;"2022-09-01";"2023-02-01";93
3324;2022;"2022-09-01";"2023-02-01";93
3325;2022;"2022-09-01";"2023-02-01";93
3326;2022;"2022-10-01";"2023-02-01";93
3330;2023;"2023-02-01";"2023-02-01";93
3331;2012;"2012-04-09";"2023-02-01";93
3332;2023;"2023-02-01";"2023-02-01";93
3345;2023;"2023-02-01";"2023-02-01";93
3352;2022;"2022-12-01";"2023-02-01";93
3353;2022;"2022-04-01";"2023-02-01";93
3354;2023;"2023-02-01";"2023-02-01";93
3355;2022;"2022-06-01";"2023-02-01";93
3356;2023;"2023-02-01";"2023-02-01";93
3357;2023;"2023-02-01";"2023-02-01";93
3358;2022;"2022-10-01";"2023-02-01";93
3359;2003;"2003-10-01";"2023-02-01";93
3362;2020;"2020-01-02";"2023-02-01";93
3363;2023;"2023-02-01";"2023-02-01";93
3364;2023;"2023-02-01";"2023-02-01";93
3365;2023;"2023-01-02";"2023-02-01";93
3370;2020;"2020-03-03";"2023-02-01";93
3371;2023;"2023-02-01";"2023-02-01";93
3372;2012;"2012-02-27";"2023-02-01";93
3373;2023;"2023-01-02";"2023-02-01";93
3374;2023;"2023-02-01";"2023-02-01";93
3375;2023;"2023-02-01";"2023-02-01";93
3389;2022;"2022-09-01";"2023-02-01";93
3390;2022;"2022-05-03";"2023-02-01";93
3391;2022;"2022-09-01";"2023-02-01";93
3392;2019;"2019-06-03";"2023-02-01";93
3393;2022;"2022-05-03";"2023-02-01";93
3394;2021;"2021-10-01";"2023-02-01";93
3395;2019;"2019-12-02";"2023-02-01";93
3396;2022;"2022-11-02";"2023-02-01";93
3400;2021;"2021-04-06";"2023-02-01";93
3415;2022;"2022-09-01";"2023-02-01";93
3416;2023;"2023-02-01";"2023-02-01";93
3418;2022;"2022-10-01";"2023-02-01";93
3427;2022;"2022-01-03";"2023-02-01";93
3428;2022;"2022-05-03";"2023-02-01";93
3434;2023;"2023-02-01";"2023-02-01";93
3453;2022;"2022-01-03";"2023-02-01";93
3464;2023;"2023-01-02";"2023-02-01";93
3470;2002;"2002-02-01";"2023-02-01";93
3482;2023;"2023-02-01";"2023-02-01";93
3483;2023;"2023-02-01";"2023-02-01";93
3485;2022;"2022-11-02";"2023-02-01";93
3487;2023;"2023-01-02";"2023-02-01";93
3490;2023;"2023-02-01";"2023-02-01";93
3492;2023;"2023-02-01";"2023-02-01";93
3493;2022;"2022-11-02";"2023-02-01";93
3496;2022;"2022-08-01";"2023-02-01";93
3499;2022;"2022-12-01";"2023-02-01";93
3500;2023;"2023-02-01";"2023-02-01";93
3508;2023;"2023-02-01";"2023-02-01";93
3509;2023;"2023-02-01";"2023-02-01";93
3510;2023;"2023-02-01";"2023-02-01";93
3511;2023;"2023-02-01";"2023-02-01";93
3516;2023;"2023-02-01";"2023-02-01";93
3517;2023;"2023-02-01";"2023-02-01";93
3520;2022;"2022-02-01";"2023-02-01";93
3523;2022;"2022-11-02";"2023-02-01";93
3530;2023;"2023-02-01";"2023-02-01";93
3537;2022;"2022-09-01";"2023-02-01";93
3539;2022;"2022-08-01";"2023-02-01";93
3540;2022;"2022-05-03";"2023-02-01";93
3544;2022;"2022-11-02";"2023-02-01";93
3545;2022;"2022-09-01";"2023-02-01";93
3548;2021;"2021-02-01";"2023-02-01";93
3552;2022;"2022-02-01";"2023-02-01";93
3553;2021;"2021-04-06";"2023-02-01";93
3554;2022;"2022-07-01";"2023-02-01";93
3599;2019;"2019-10-01";"2023-02-01";93
3613;2022;"2022-12-01";"2023-02-01";93
3617;2022;"2022-08-01";"2023-02-01";93
3618;2023;"2023-01-02";"2023-02-01";93
3619;2023;"2023-02-01";"2023-02-01";93
3620;2023;"2023-02-01";"2023-02-01";93
3621;2023;"2023-02-01";"2023-02-01";93
3622;2023;"2023-01-02";"2023-02-01";93
3623;2022;"2022-07-01";"2023-02-01";93
3626;2023;"2023-02-01";"2023-02-01";93
3627;2023;"2023-01-02";"2023-02-01";93
3635;2023;"2023-02-01";"2023-02-01";93
3650;2022;"2022-03-02";"2023-02-01";93
3651;2021;"2021-11-04";"2023-02-01";93
3661;2023;"2023-01-02";"2023-02-01";93
3662;2023;"2023-01-02";"2023-02-01";93
3664;2023;"2023-02-01";"2023-02-01";93
3667;2021;"2021-12-01";"2023-02-01";93
3683;2022;"2022-07-01";"2023-02-01";93
3688;2023;"2023-01-02";"2023-02-01";93
3694;2022;"2022-07-01";"2023-02-01";93
3697;2021;"2021-02-01";"2023-02-01";93
3699;2023;"2023-02-01";"2023-02-01";93
3701;2023;"2023-02-01";"2023-02-01";93
3710;2019;"2019-02-08";"2023-02-01";93
3715;2020;"2020-07-01";"2023-02-01";93
3719;2023;"2023-01-02";"2023-02-01";93
3720;2015;"2015-10-05";"2023-02-01";93
3730;2002;"2002-01-01";"2023-02-01";93
3732;2022;"2022-10-01";"2023-02-01";93
3733;2023;"2023-02-01";"2023-02-01";93
3748;2023;"2023-02-01";"2023-02-01";93
3749;2023;"2023-02-01";"2023-02-01";93
3755;2022;"2022-12-01";"2023-02-01";93
3758;2022;"2022-11-02";"2023-02-01";93
3761;2023;"2023-01-02";"2023-02-01";93
3770;2022;"2022-09-01";"2023-02-01";93
3771;2021;"2021-09-01";"2023-02-01";93
3778;2023;"2023-02-01";"2023-02-01";93
3779;2023;"2023-01-02";"2023-02-01";93
3782;2023;"2023-02-01";"2023-02-01";93
3784;2021;"2021-02-01";"2023-02-01";93
3789;2023;"2023-02-01";"2023-02-01";93
3804;2023;"2023-02-01";"2023-02-01";93
3807;2023;"2023-02-01";"2023-02-01";93
3809;2022;"2022-07-01";"2023-02-01";93
3814;2022;"2022-11-02";"2023-02-01";93
3816;2023;"2023-01-02";"2023-02-01";93
3818;2022;"2022-05-03";"2023-02-01";93
3819;2021;"2021-10-01";"2023-02-01";93
3820;2022;"2022-06-01";"2023-02-01";93
3821;2020;"2020-05-01";"2023-02-01";93
3822;2021;"2021-09-01";"2023-02-01";93
3823;2022;"2022-07-01";"2023-02-01";93
3829;2023;"2023-02-01";"2023-02-01";93
3830;2023;"2023-02-01";"2023-02-01";93
3833;2020;"2020-01-02";"2023-02-01";93
3835;2023;"2023-02-01";"2023-02-01";93
3836;2022;"2022-02-01";"2023-02-01";93
3839;2022;"2022-09-01";"2023-02-01";93
3841;2020;"2020-11-05";"2023-02-01";93
3848;2023;"2023-01-02";"2023-02-01";93
3858;2022;"2022-12-01";"2023-02-01";93
3859;2022;"2022-10-01";"2023-02-01";93
3861;2022;"2022-11-02";"2023-02-01";93
3874;2023;"2023-02-01";"2023-02-01";93
3883;2023;"2023-02-01";"2023-02-01";93
3885;2023;"2023-02-01";"2023-02-01";93
3886;2023;"2023-02-01";"2023-02-01";93
3893;2023;"2023-02-01";"2023-02-01";93
3898;2023;"2023-02-01";"2023-02-01";93
3899;2023;"2023-02-01";"2023-02-01";93
3905;2022;"2022-12-01";"2023-02-01";93
3912;2020;"2020-04-10";"2023-02-01";93
3913;2019;"2019-10-31";"2023-02-01";93
3914;2022;"2022-03-02";"2023-02-01";93
3915;2023;"2023-01-02";"2023-02-01";93
3921;2023;"2023-01-02";"2023-02-01";93
3925;2023;"2023-02-01";"2023-02-01";93
3930;2005;"2005-02-07";"2023-02-01";93
3937;2023;"2023-02-01";"2023-02-01";93
3941;2022;"2022-10-01";"2023-02-01";93
3946;2022;"2022-09-01";"2023-02-01";93
3947;2022;"2022-10-01";"2023-02-01";93
3948;2021;"2021-01-02";"2023-02-01";93
3949;2023;"2023-02-01";"2023-02-01";93
3950;2023;"2023-02-01";"2023-02-01";93
3955;2022;"2022-12-01";"2023-02-01";93
3959;2021;"2021-11-04";"2023-02-01";93
3962;2023;"2023-01-02";"2023-02-01";93
3980;2023;"2023-01-02";"2023-02-01";93
3987;2022;"2022-09-01";"2023-02-01";93
3988;2022;"2022-12-01";"2023-02-01";93
3991;2021;"2021-05-04";"2023-02-01";93
3992;2023;"2023-02-01";"2023-02-01";93
3995;2022;"2022-01-03";"2023-02-01";93
3996;2023;"2023-02-01";"2023-02-01";93
3999;2022;"2022-09-01";"2023-02-01";93
4000;2023;"2023-02-01";"2023-02-01";93
4001;2022;"2022-12-01";"2023-02-01";93
4002;2022;"2022-01-03";"2023-02-01";93
4003;2023;"2023-02-01";"2023-02-01";93
4004;2022;"2022-09-01";"2023-02-01";93
4019;2023;"2023-02-01";"2023-02-01";93
4022;2023;"2023-01-02";"2023-02-01";93
4023;2023;"2023-02-01";"2023-02-01";93
4024;2023;"2023-02-01";"2023-02-01";93
4030;2023;"2023-02-01";"2023-02-01";93
4031;2022;"2022-01-03";"2023-02-01";93
4035;2022;"2022-10-01";"2023-02-01";93
4038;2023;"2023-01-02";"2023-02-01";93
4040;2023;"2023-02-01";"2023-02-01";93
4047;2023;"2023-02-01";"2023-02-01";93
4050;2023;"2023-02-01";"2023-02-01";93
4051;2010;"2010-10-08";"2023-02-01";93
4052;2023;"2023-02-01";"2023-02-01";93
4067;2023;"2023-02-01";"2023-02-01";93
4072;2022;"2022-09-01";"2023-02-01";93
4084;2023;"2023-01-02";"2023-02-01";93
4085;2023;"2023-01-02";"2023-02-01";93
4089;2022;"2022-06-01";"2023-02-01";93
4092;2022;"2022-12-01";"2023-02-01";93
4093;2023;"2023-02-01";"2023-02-01";93
4096;2023;"2023-02-01";"2023-02-01";93
4109;2022;"2022-10-01";"2023-02-01";93
4110;2023;"2023-02-01";"2023-02-01";93
4111;2023;"2023-01-02";"2023-02-01";93
4112;2022;"2022-09-01";"2023-02-01";93
4113;2023;"2023-02-01";"2023-02-01";93
4116;2022;"2022-01-03";"2023-02-01";93
4117;2022;"2022-04-01";"2023-02-01";93
4118;2022;"2022-02-01";"2023-02-01";93
4119;2022;"2022-10-01";"2023-02-01";93
4122;2021;"2021-12-01";"2023-02-01";93
4123;2022;"2022-01-03";"2023-02-01";93
4127;2023;"2023-02-01";"2023-02-01";93
4132;2019;"2019-12-02";"2023-02-01";93
4136;2019;"2019-12-02";"2023-02-01";93
4141;2022;"2022-08-01";"2023-02-01";93
4151;2022;"2022-11-02";"2023-02-01";93
4155;2023;"2023-02-01";"2023-02-01";93
4156;2022;"2022-11-02";"2023-02-01";93
4161;2022;"2022-08-01";"2023-02-01";93
4162;2023;"2023-02-01";"2023-02-01";93
4166;2020;"2020-02-03";"2023-02-01";93
4169;2023;"2023-01-02";"2023-02-01";93
4170;2019;"2019-05-06";"2023-02-01";93
4179;2020;"2020-09-01";"2023-02-01";93
4181;2023;"2023-02-01";"2023-02-01";93
4182;2010;"2010-10-08";"2023-02-01";93
4183;2023;"2023-02-01";"2023-02-01";93
4189;2023;"2023-02-01";"2023-02-01";93
4191;2023;"2023-02-01";"2023-02-01";93
4192;2023;"2023-02-01";"2023-02-01";93
4194;2022;"2022-07-01";"2023-02-01";93
4195;2018;"2018-09-03";"2023-02-01";93
4198;2021;"2021-10-01";"2023-02-01";93
4214;2022;"2022-10-01";"2023-02-01";93
4215;2023;"2023-02-01";"2023-02-01";93
4219;2022;"2022-10-01";"2023-02-01";93
4222;2022;"2022-02-01";"2023-02-01";93
4232;2022;"2022-10-01";"2023-02-01";93
4245;2023;"2023-02-01";"2023-02-01";93
4251;2009;"2009-06-01";"2023-02-01";93
4255;2023;"2023-01-02";"2023-02-01";93
4256;2021;"2021-11-04";"2023-02-01";93
4257;2023;"2023-02-01";"2023-02-01";93
4258;2022;"2022-11-02";"2023-02-01";93
4264;2023;"2023-01-02";"2023-02-01";93
4269;2023;"2023-02-01";"2023-02-01";93
4272;2022;"2022-11-02";"2023-02-01";93
4282;2023;"2023-02-01";"2023-02-01";93
4287;2022;"2022-09-01";"2023-02-01";93
4289;2018;"2018-10-04";"2023-02-01";93
4290;2022;"2022-01-03";"2023-02-01";93
4295;2023;"2023-02-01";"2023-02-01";93
4297;2022;"2022-04-01";"2023-02-01";93
4301;2023;"2023-01-02";"2023-02-01";93
4302;2019;"2019-02-08";"2023-02-01";93
4327;2023;"2023-02-01";"2023-02-01";93
4328;2021;"2021-08-02";"2023-02-01";93
4342;2023;"2023-01-02";"2023-02-01";93
4344;2020;"2020-01-02";"2023-02-01";93
4347;2021;"2021-05-04";"2023-02-01";93
4348;2023;"2023-02-01";"2023-02-01";93
4350;2023;"2023-02-01";"2023-02-01";93
4353;2023;"2023-02-01";"2023-02-01";93
4354;2023;"2023-02-01";"2023-02-01";93
4355;2022;"2022-12-01";"2023-02-01";93
